Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
CEATLTD,EQ,2516,1.68,10177.24,1.12,28.55
ZAGGLE,EQ,281.6,2.14,3449.11,10.09,28.54
ANANDRATHI,EQ,4021,-3.6,16819.16,0.7,28.42
ITBEES,EQ,35.73,0.88,2168.51,79.14,28.1
APLAPOLLO,EQ,1554.9,-0.05,43152.29,1.79,27.75
SUPRIYA,EQ,392,7.8,3154.93,7.19,27.71
LLOYDSME,EQ,731.7,1.27,36969.4,3.77,27.49
INTELLECT,EQ,996.25,-0.35,13631.1,2.72,27.28
JAICORPLTD,EQ,324,10,5781.76,8.54,27.23
GLENMARK,EQ,1040.4,1.36,29358.86,2.6,27.14
AWL,EQ,339.2,1.13,44085.1,7.96,27
TRITURBINE,EQ,530.8,-0.94,16872.91,5.05,27
PNBHOUSING,EQ,770,-0.24,19998.74,3.48,26.97
HINDOILEXP,EQ,199.05,-1.68,2632.3,13.43,26.81
DISHTV,EQ,17.5,0,3222.2,150.37,26.49
IFCI,EQ,42.2,2.18,10506.17,62.88,26.47
KRBL,EQ,299.25,3.23,6849.53,8.72,26.24
VAKRANGEE,EQ,24.15,3.21,2558.72,107.92,26.09
RADICO,EQ,1738.05,-2.33,23240.39,1.47,25.9
KTKBANK,EQ,225.3,0.85,8499.44,11.51,25.82
HIRECT,EQ,780,5.78,1293.85,3.21,25.58
BALKRISIND,EQ,2372,1,45854.84,1.08,25.56
REDINGTON,EQ,218,-0.43,17042.68,11.56,25.43
PILANIINVS,EQ,3790,9.98,4196.38,0.67,25.42
ACI,EQ,692.45,1.28,8527.61,3.68,25.39
NELCO,EQ,799,7.64,1823.19,3.17,24.82
SURYODAY,EQ,212.05,1.34,2251.22,11.63,24.72
BIGBLOC,EQ,239,10.73,1691.83,10.35,24.64
LTFOODS,EQ,209.7,3.3,7281.89,11.77,24.58
VOLTAMP,EQ,10399.95,3.21,10521.75,0.23,24.47
ASHOKA,EQ,175.2,1.1,4918.27,13.98,24.29
LIKHITHA,EQ,316.1,-1.65,1247.01,7.55,24.26
JISLJALEQS,EQ,58.1,2.2,3877.99,41.45,24.13
TTML,EQ,77.35,2.86,15121.37,31.14,24.1
MAHSCOOTER,EQ,7961.95,6.21,9099.37,0.3,23.77
GEPIL,EQ,340.7,8.95,2290.44,7.11,23.77
LATENTVIEW,EQ,513,1.2,10562.87,4.63,23.68
SAFARI,EQ,2141,2.38,10441.06,1.11,23.59
CHAMBLFERT,EQ,373,0.95,14944.26,6.34,23.51
KSB,EQ,4650,-0.14,16185.65,0.5,23.39
LXCHEM,EQ,248.9,-0.38,6864.18,9.32,23.35
ORIENTELEC,EQ,217.5,4.52,4640.71,10.74,23.27
CANFINHOME,EQ,751.25,-0.47,10003.2,3.06,23.25
JPPOWER,BE,17.55,2.93,12027.82,133.01,23.1
DOLATALGO,EQ,100.5,6.57,1768.8,22.92,23.02
INDOSTAR,EQ,271,8.03,3360.68,8.42,22.74
NEULANDLAB,EQ,7622,3.44,9778.94,0.3,22.69
AFFLE,EQ,1060,-0.67,14862.16,2.11,22.56
SIGACHI,EQ,69.75,11.6,2256.25,33.08,22.54
KPIL,EQ,1200,-0.53,19493.54,1.85,22.22
SONATSOFTW,EQ,667.35,-0.7,18714.15,3.3,22.18
HSCL,BE,350.2,4.99,17250.66,6.41,21.98
MANYAVAR,EQ,930.95,1.38,22609.97,2.32,21.56
AZAD,EQ,1304,3.38,7708.33,1.65,21.45
JCHAC,EQ,1176.1,5.07,3197.92,1.82,21.45
CPSEETF,EQ,83.55,0.35,37677.55,25.58,21.37
AHLUCONT,EQ,1154.95,7.54,7736.73,1.88,21.2
PCBL,EQ,263.05,2.14,9929.15,8.05,21.18
PPLPHARMA,EQ,141.55,1.51,18726.33,14.88,21.04
UBL,EQ,1851.75,0.97,48961.22,1.13,20.9
ANUP,EQ,3634,9.14,3616.01,0.59,20.86
NUVOCO,EQ,332.1,1.68,11861.16,6.29,20.84
ESTER,EQ,109.8,20,915.66,19.86,20.77
GOACARBON,EQ,934.25,5.73,854.94,2.25,20.75
KAJARIACER,EQ,1187,-0.59,18903.96,1.74,20.7
LEMONTREE,EQ,134.85,0.04,10683.44,15.11,20.46
AGARIND,EQ,924.9,9.79,1383.45,2.26,20.38
ANURAS,EQ,849.9,-3.43,9330.7,2.33,20.35
PRICOLLTD,EQ,434,1.38,5289.66,4.7,20.34
MTARTECH,EQ,1794,1.13,5518.27,1.13,20.31
ORIANA,SM,1305,-4.6,2503.33,1.51,20.3
EQUITASBNK,EQ,98.35,0.72,11161.62,20.45,20.19
BIRLACORPN,EQ,1463,-2.77,11265.88,1.36,20.03
SHRIPISTON,EQ,2069,1.24,9113.91,0.95,19.86
BTML,EQ,17.8,4.71,222.43,102.13,19.56
ROTO,EQ,435,1.01,1366.23,4.46,19.53
MMFL,EQ,1046.8,-1.04,2527.06,1.82,19.36
JBMA,EQ,1766,1.05,20882.44,1.09,19.31
BECTORFOOD,EQ,1097.5,4.53,6455.22,1.76,19.19
VAIBHAVGBL,EQ,381.1,1.48,6312.91,5.12,19.17
APOLLO,EQ,109.4,4.39,3089.01,17.43,19.1
HONASA,EQ,406,4.83,13164.31,4.74,19.04
SCI,EQ,211.5,1.03,9851.65,8.92,18.92
MIDHANI,EQ,417.05,1.4,7813.01,4.54,18.89
CMSINFO,EQ,386,1.73,6282.62,4.86,18.74
GMMPFAUDLR,EQ,1430.5,1.3,6431.13,1.32,18.72
QUESS,EQ,630,0.33,9356.09,2.97,18.71
LIQUIDCASE,EQ,101.78,0.03,806.03,18.34,18.66
CHALET,EQ,888.5,1.01,19378.21,2.11,18.61
TIRUMALCHM,EQ,277.35,1.74,2839.73,6.71,18.59
MON100,EQ,142,0.26,7233.26,13.11,18.49
AAVAS,EQ,1547,-0.09,12242.91,1.19,18.44
MEDANTA,EQ,1416.25,0.89,38027.36,1.28,18.29
DENORA,EQ,1793.9,11.72,952.32,1.05,18.25
ASTRAMICRO,EQ,709,1.8,6731.6,2.56,18.08
GRANULES,EQ,415,0.89,10058.3,4.35,18.05
BOMDYEING,EQ,170.6,3.99,3523.49,10.65,18.04
SAKUMA,EQ,28.45,12.67,667.29,65.03,18.04
NAVKARCORP,EQ,108.75,0.97,1636.9,16.48,17.96
SANOFI,EQ,8250,-0.11,19000.26,0.22,17.92
HAPPSTMNDS,EQ,810,-0.29,12334.26,2.18,17.74
BANKNIFTY1,EQ,488.8,0.77,5225.37,3.6,17.52
GRAVITA,EQ,974,0.5,6724.29,1.79,17.52
TATAINVEST,BE,6810,-0.34,34455.25,0.26,17.46
SUMICHEM,EQ,407.65,1.57,20347.68,4.24,17.37
ITDCEM,EQ,363.2,0.28,6239.33,4.75,17.32
BLUEDART,EQ,6319,0.35,14993.68,0.27,17.31
IONEXCHANG,EQ,564.7,4.32,8282.26,3.08,17.26
HONAUT,EQ,45000,2.06,39786.85,0.04,17.18
PRAJIND,EQ,516.85,1.59,9500.38,3.33,17.17
VINATIORGA,EQ,1653,0.22,16989.87,1.05,17.13
RAMRAT,EQ,351.9,6.93,1548.36,4.91,17.12
CIGNITITEC,EQ,1262.3,3,3446.09,1.34,16.94
HOMEFIRST,EQ,866,-1.62,7665.5,1.95,16.94
EIDPARRY,EQ,620.9,2.75,11022.07,2.74,16.89
WEBELSOLAR,BE,669.8,4.99,2826.98,2.52,16.87
ASKAUTOLTD,EQ,324.5,1.28,6397.28,5.19,16.85
IIFLSEC,EQ,147.7,6.87,4547.19,11.65,16.84
SHYAMMETL,EQ,608.75,2.34,16992.15,2.74,16.62
KIRLOSBROS,EQ,1250,4.38,9926.12,1.33,16.48
KFINTECH,EQ,625,1.49,10686.79,2.61,16.37
GICRE,EQ,330.35,1.77,57956.6,4.94,16.3
DRONE,SM,259.5,-5,630.58,5.9,16.26
JGCHEM,EQ,231.8,4.77,908.33,7.01,16.1
CENTURYPLY,EQ,640.2,0.87,14223.51,2.51,16.08
GET&D,BE,986.05,3.6,25247.47,1.64,16.08
HATHWAY,EQ,22.35,1.13,3956.18,72,16.08
VSTIND,EQ,3954,0.74,6105.74,0.4,16.03
DEEPAKFERT,EQ,553.5,0.8,6987.26,2.88,15.92
SHILPAMED,EQ,536.4,0.35,5245.5,2.98,15.91
AIAENG,EQ,3847,0.32,36285.05,0.41,15.8
CSBBANK,EQ,404.95,0.8,7025.31,3.9,15.8
MANORAMA,EQ,626.7,10,3735.07,2.63,15.68
ECLERX,EQ,2330,-3.25,11422.91,0.66,15.57
SANDUMA,EQ,493.95,5,8003.72,3.22,15.56
METROBRAND,EQ,1064.8,-0.38,28953.41,1.45,15.53
DOMS,EQ,1830,5.56,11105.76,0.87,15.51
SDBL,EQ,314.35,-0.55,2436.54,4.86,15.49
BIRLACABLE,EQ,273.45,5.5,820.35,5.66,15.49
SHAREINDIA,EQ,1688,0.57,6463.84,0.92,15.48
RICOAUTO,EQ,132.45,0,1791.85,11.53,15.46
UNOMINDA,EQ,727.1,0.28,41738.29,2.12,15.46
SCHNEIDER,BE,736,2.45,17598.06,2.15,15.46
KPRMILL,EQ,839.9,-0.49,28708.96,1.83,15.43
SUBEXLTD,EQ,30.15,0.67,1694.44,51.11,15.39
GLAND,EQ,1780,0.93,29318.47,0.87,15.39
CONCORDBIO,EQ,1587.9,-0.32,16612.01,0.97,15.38
FIVESTAR,EQ,693,0.17,20266.73,2.15,14.94
TALBROAUTO,EQ,306.5,-0.91,1891.97,4.75,14.9
CREDITACC,EQ,1480.25,2.99,23591.78,1.01,14.86
AARTIPHARM,EQ,515.5,3.35,4671.77,2.88,14.73
HDFCGOLD,EQ,64.5,0.61,4371.18,22.75,14.46
SFL,EQ,912.9,-2.27,9922.98,1.57,14.39
IMAGICAA,EQ,84.85,2.85,4088.92,16.97,14.32
RRKABEL,EQ,1630,2.5,18389.46,0.88,14.3
BORORENEW,EQ,521.9,1.25,6812.77,2.74,14.26
STAR,EQ,840,-0.41,7719.58,1.66,14.12
SANGHIIND,EQ,94.75,0.74,2447.64,14.74,14.09
SUNCLAY,EQ,1572.85,0.1,3182.21,0.89,14.03
SMSPHARMA,EQ,215.65,4.56,1825.52,6.46,13.87
ABSLAMC,EQ,509.45,1.09,14676.81,2.71,13.84
MASTEK,EQ,2651.65,-1.77,8178.83,0.52,13.83
EMUDHRA,EQ,755.75,1.59,6258.49,1.82,13.79
RPTECH,EQ,334.9,5.3,2206.98,4.1,13.77
CENTUM,EQ,1885,3.11,2429.47,0.73,13.76
SSWL,EQ,220.5,-1.58,3460.29,6.15,13.72
DYNAMATECH,EQ,8430.15,1.63,5725.29,0.16,13.71
TRIL,BE,697.65,5,9945.99,1.94,13.55
VASCONEQ,EQ,71.5,6.32,1582.42,19.26,13.5
PARAS,EQ,689.9,-0.4,2690.61,1.94,13.48
AMIORG,EQ,1183.1,-0.83,4363.34,1.13,13.44
JSFB,EQ,474.65,4.91,4964.38,2.86,13.43
PSUBNKBEES,EQ,79.37,3.32,2700.77,17.11,13.42
VINDHYATEL,EQ,2577,8.05,3053.97,0.53,13.4
PAISALO,EQ,77.95,2.3,7000.25,16.89,13.37
RELIGARE,EQ,221.75,1.26,7311.57,6.06,13.35
VADILALIND,EQ,4225,5.63,3036.86,0.31,13.14
TEXRAIL,EQ,169,2.33,6751,7.76,13.11
SURAJEST,EQ,369.15,0.82,1637.59,3.52,13.02
GILLETTE,EQ,6464.9,0.3,21066.02,0.2,12.96
CARBORUNIV,EQ,1290.8,3.16,24557.01,1.01,12.95
CUPID,BE,112.8,-0.09,1513.52,11.58,12.89
ALOKINDS,BE,27.55,-0.9,13679.24,47.2,12.82
MANINDS,BE,414,4.92,2680.04,3.11,12.77
RAJRATAN,EQ,675,2.13,3427.04,1.92,12.67
JMFINANCIL,EQ,81.6,0.99,7797.64,15.53,12.65
IDEAFORGE,EQ,692.2,0.35,2968.52,1.81,12.51
SAMHI,EQ,194.5,-1.62,4279.13,6.41,12.5
MAPMYINDIA,EQ,1926,0.2,10414.26,0.64,12.34
STYLAMIND,EQ,1684,2.01,2854.05,0.73,12.29
CRAFTSMAN,EQ,4283,-0.73,9049.26,0.28,12.19
KNRCON,EQ,261.8,2.39,7362.72,4.65,12.17
MAHSEAMLES,EQ,884.9,2.34,11857.59,1.38,12.15
HGINFRA,EQ,1049.5,2.39,6839.71,1.16,12.14
SHK,EQ,210.8,4.2,2917.91,5.78,12.14
WOCKPHARMA,BE,574,-1.52,8804.83,2.09,12.13
GIPCL,EQ,185.75,4.71,2809.49,6.57,12.08
TEAMLEASE,EQ,3355,2.08,5625.97,0.37,12.08
CIEINDIA,EQ,478.45,-1.29,18150.59,2.5,12.03
DCAL,EQ,228.85,3.53,3587.98,5.25,12
AVANTIFEED,EQ,512,1.54,6975.78,2.33,11.95
SEPC,EQ,19.85,0.51,2798.48,59.63,11.94
ISGEC,EQ,1029,2.79,7566.19,1.16,11.94
SUNDARMHLD,EQ,244.85,3.9,5438.21,4.74,11.9
SULA,EQ,559.85,1.08,4725.11,2.12,11.89
ICIL,EQ,384,2.47,7605.29,3.05,11.74
SUPREMEPWR,SM,171.1,19.99,427.6,7.06,11.52
GENESYS,EQ,638,5.16,2522.69,1.82,11.51
AURIONPRO,BE,2556.65,5,7058.08,0.45,11.47
ITDC,EQ,676.55,4.74,5802.73,1.72,11.46
STARCEMENT,EQ,230.25,1.48,9496.18,4.95,11.39
DCXINDIA,EQ,313.9,1.55,3496.42,3.63,11.34
NAZARA,EQ,639,2.27,4868.12,1.78,11.29
POLYMED,EQ,1566,0.17,15029.12,0.72,11.27
NUVAMA,EQ,5242.15,-1.05,18516.42,0.21,11.26
DLINKINDIA,EQ,316.25,4.56,1122.84,3.56,11.21
ROUTE,EQ,1526.35,-0.84,9583.73,0.74,11.2
TRU,EQ,62.45,0.16,730.04,17.85,11.2
SBFC,EQ,88.15,0.4,9465.15,12.49,11.04
PGHH,EQ,15941,-0.01,51745.66,0.07,11.02
NIACL,EQ,221.4,1.12,36486.72,4.95,10.96
KIOCL,EQ,437,3.94,26558.72,2.53,10.92
CONFIPET,EQ,91.1,2.53,2613.9,12.01,10.91
SHARDAMOTR,EQ,1498,-0.41,4453.8,0.72,10.83
ASHAPURMIN,EQ,347.4,4.81,3178.23,3.11,10.77
STEELCITY,EQ,89.25,19.4,134.83,12.33,10.73
CAMPUS,EQ,233,-0.98,7112.46,4.56,10.68
NAVA,EQ,486.8,1.15,7063.74,2.17,10.62
ELGIEQUIP,EQ,618.2,-0.86,19591.32,1.72,10.62
DBL,EQ,444.1,2.09,6493.41,2.39,10.6
EMSLIMITED,EQ,435.1,0.9,2416.15,2.41,10.57
CELLECOR,SM,239.7,4.99,502.6,4.37,10.46
MANALIPETC,EQ,79.05,2,1359.65,13.2,10.44
TCNSBRANDS,EQ,407,4.6,2575.23,2.57,10.41
PSB,EQ,61.1,3.82,41412.28,17.19,10.4
ORIENTHOT,EQ,135,0.52,2411.09,7.78,10.38
LIQUIDADD,EQ,1005.69,0.02,91.43,1.02,10.31
SCILAL,EQ,60,0.59,2794.79,17.09,10.28
DWARKESH,EQ,73.65,1.59,1386.84,13.9,10.26
VETO,EQ,140.15,5.61,267.9,7.33,10.26
AHL,EQ,431.3,0.23,2162.79,2.35,10.25
KIRLPNU,EQ,770.1,3.69,4988.18,1.34,10.24
SBGLP,EQ,97.7,-4.59,1694.28,10.38,10.2
SYMPHONY,EQ,963,1.5,6640.56,1.05,10.19
WELSPUNLIV,EQ,148.9,2.09,14470.23,6.81,10.16
SUNDRMFAST,EQ,1071.85,-1.73,22522.61,0.94,10.12
PNCINFRA,EQ,433,-0.02,11108.15,2.32,10.11
RTNINDIA,EQ,72.75,2.18,10056.01,13.83,10.09
NSIL,EQ,3636.05,8.44,1867.53,0.28,10.06
SUMMITSEC,EQ,1328,9.73,1447.76,0.73,10.04
JAIBALAJI,BE,1003.4,0.53,16099.69,1,10.03
DCBBANK,EQ,123,1.74,3847.5,8.19,10.02
DCW,EQ,56.6,1.34,1670.58,17.64,9.98
PGEL,EQ,1931.6,1.11,5027.23,0.52,9.97
GODREJIND,EQ,831,0.16,27979,1.18,9.95
APTUS,EQ,320,1.36,15965.57,3.13,9.95
CAPLIPOINT,EQ,1338.05,2.01,10161.39,0.74,9.93
NOCIL,EQ,261.4,0.17,4356.12,3.78,9.92
3MINDIA,EQ,29735,0.25,33496.69,0.03,9.91
FINPIPE,EQ,251.7,-0.14,15617.4,3.93,9.91
MSTCLTD,EQ,869,2.62,6117.76,1.14,9.86
DELTACORP,EQ,121.5,0.96,3253.42,8.1,9.83
POLYPLEX,EQ,876,3.18,2749.98,1.13,9.82
GEOJITFSL,EQ,83.5,5.43,1996.86,12.02,9.82
SMCGLOBAL,EQ,147.1,4.92,1540.14,6.71,9.8
RAMCOSYS,EQ,402,-3.06,1423.87,2.39,9.78
PARAGMILK,EQ,214.9,1.94,2565.39,4.56,9.78
MOL,EQ,87.45,-0.85,2223.98,11.09,9.76
SOLEX,SM,1175.65,5,940.52,0.83,9.74
SEQUENT,EQ,123.5,3.35,3080.5,7.93,9.74
ZFCVINDIA,EQ,14239.95,2.95,27009.74,0.07,9.71
JKPAPER,EQ,356.25,1.5,6034.96,2.72,9.65
ATMASTCO,SM,180.65,19.99,446.83,5.7,9.63
PRINCEPIPE,EQ,622,1.6,6876.9,1.55,9.62
ASHIANA,EQ,371.6,0.58,3735.5,2.55,9.6
AGI,EQ,837,0.76,5415.17,1.14,9.55
ICICIB22,EQ,103.35,1.02,17291.52,9.25,9.54
SKFINDIA,EQ,4561.9,-0.51,22553.1,0.21,9.52
MANINFRA,EQ,207.85,-0.12,7716.44,4.55,9.51
CYIENTDLM,EQ,669.35,1.26,5308.36,1.41,9.48
VPRPL,EQ,165.4,-0.9,2061.61,5.71,9.47
AMRUTANJAN,EQ,682,6.86,1971.7,1.39,9.39
EVEREADY,EQ,356.65,1.96,2592.39,2.65,9.38
RTNPOWER,BE,8.95,4.68,4806.24,105.85,9.35
SUBROS,EQ,590.35,1.46,3851.19,1.58,9.35
RAINBOW,EQ,1299,-0.2,13185.07,0.72,9.34
KECL,EQ,120,6.62,796.97,7.8,9.34
MMTC,EQ,72.7,2.61,10905,12.83,9.29
JKLAKSHMI,EQ,794,-0.75,9343,1.16,9.27
HITECH,EQ,127.5,-2.07,1830.72,7.15,9.23
CAMLINFINE,EQ,110.85,2.31,1856.35,8.3,9.22
UGROCAP,EQ,251,0.54,2330.03,3.67,9.22
BLSE,EQ,302.1,1.17,2744.77,3.04,9.19
CLEAN,EQ,1305,0.56,13865.89,0.7,9.16
VGUARD,EQ,346.4,1.88,15047.13,2.64,9.15
GLS,EQ,840.95,4.77,10303.92,1.09,9.08
CCL,EQ,567,-0.72,7571.03,1.59,9.07
TEXINFRA,EQ,95.1,1.22,1211.83,9.58,9.06
NETWEB,EQ,1657,-0.72,9339.82,0.54,9.05
BASF,EQ,3618,0.17,15660.74,0.25,9.04
MINDTECK,EQ,305.55,-0.18,774.62,2.94,9.04
BALMLAWRIE,EQ,247,2.13,4223.79,3.65,9.03
HERITGFOOD,EQ,322.75,2.67,2994.99,2.81,8.99
GREENLAM,EQ,597,3.95,7616.16,1.5,8.99
VIDHIING,EQ,460.1,-2.04,2297.97,1.93,8.98
FINEORG,EQ,4269.55,-0.62,13090.43,0.21,8.97
ELIN,EQ,170,-0.7,844.21,5.23,8.97
DJML,EQ,284,14.19,307.51,3.32,8.91
UGARSUGAR,EQ,80.05,6.31,900.56,11.02,8.89
FCL,EQ,371.2,1.21,4111.6,2.4,8.89
ASPIRE,SM,101,16.97,153.3,8.84,8.86
JSWHL,EQ,6950,3.55,7714.24,0.13,8.86
ADVENZYMES,EQ,382.4,4.41,4276.15,2.36,8.84
JTLIND,EQ,209.2,1.19,3579.7,4.22,8.82
WONDERLA,EQ,1017.1,3.64,5754.07,0.87,8.82
IPL,EQ,227.85,0.71,2624,3.81,8.74
BCLIND,EQ,60.1,4.89,1620.78,14.62,8.68
SHAILY,EQ,612,2.66,2807.09,1.41,8.62
IBULPP,E1,77.95,8.11,1919.34,11.15,8.62
RPSGVENT,EQ,705.5,3.77,2334.25,1.22,8.58
SANGAMIND,EQ,450,5.99,2261.1,1.91,8.58
GOLDIETF,EQ,63.7,-0.42,4755.78,13.51,8.57
FUSION,EQ,475.5,1.69,4803.69,1.82,8.57
RAJESHEXPO,EQ,294,2.67,8680.64,2.93,8.55
SATIA,EQ,117.95,-2.32,1179.5,7.11,8.51
RATNAMANI,EQ,2892,-0.57,20270.61,0.29,8.51
CARYSIL,EQ,977.15,4.46,2620.32,0.88,8.5
NIFTYIETF,EQ,246.39,1.01,14360.04,3.46,8.49
VINSYS,SM,360,18.03,528.41,2.4,8.45
SGBFEB32IV,GB,7215,-3.2,9225.69,0.12,8.45
SANSERA,EQ,1045,-1.06,5602.78,0.8,8.41
SHALPAINTS,EQ,174.05,1.13,1456.99,4.72,8.31
SELAN,EQ,653.2,2.06,992.86,1.27,8.31
GATEWAY,EQ,103.4,0.78,5166.32,7.93,8.28
ISFT,EQ,141.5,19.97,208.45,6.12,8.26
RBA,EQ,98.6,-1.4,4894.48,8.27,8.22
MANOMAY,EQ,206.5,9.61,372.71,3.75,8.18
HGS,EQ,847,2.79,3940.27,0.95,8.15
MOLDTKPAC,EQ,876,2.48,2910.85,0.93,8.14
BALAMINES,EQ,2190.95,0.83,7098.9,0.37,8.13
BAYERCROP,EQ,5632,-1.49,28220.4,0.14,8.06
BBOX,EQ,255.65,-4.96,4295.57,3.11,8
PURVA,BE,356.5,0.35,8454.39,2.25,8
INGERRAND,EQ,3910,-0.55,12343.09,0.2,7.98
MAITHANALL,EQ,1154.8,1.76,3361.8,0.69,7.97
ORICONENT,EQ,42.6,-1.96,669.02,18.38,7.96
VLSFINANCE,EQ,260.95,6.55,908,2.99,7.95
JUNIORBEES,EQ,668,1.3,4165.46,1.19,7.95
GULFOILLUB,EQ,1015,2.27,4990.6,0.78,7.91
TMB,EQ,498.95,3.47,7900.95,1.59,7.86
IOLCP,EQ,390,1.29,2289.51,2,7.83
GOODLUCK,EQ,930.55,0.17,2956.72,0.83,7.78
TV18BRDCST,BE,45.95,0.99,7877.48,16.8,7.72
AVPINFRA,SM,84.3,20,210.57,9.54,7.71
DHANUKA,EQ,1355,7.43,6175.86,0.59,7.68
GHCL,EQ,513.65,1.77,4916.86,1.49,7.65
SMLISUZU,EQ,2162,1.27,3128.77,0.35,7.64
EMAMILTD,EQ,446.5,1.03,19489.72,1.71,7.64
FILATEX,EQ,59.25,2.33,2629.84,12.93,7.62
SALASAR,EQ,21.15,1.2,3338.58,36.21,7.62
ORCHPHARMA,EQ,1050,-1.39,5325.51,0.72,7.62
JKIL,EQ,640.15,2.93,4843.73,1.21,7.6
ESAFSFB,EQ,60.85,1.93,3132.44,12.3,7.56
PAKKA,EQ,275,-4.89,1077.12,2.64,7.5
CERA,EQ,7186.1,1.17,9346.15,0.1,7.49
DREAMFOLKS,EQ,527,2.71,2794.47,1.43,7.46
SCHAEFFLER,EQ,3255,-0.63,50876.84,0.23,7.45
KCP,EQ,175.7,3.41,2265.14,4.25,7.44
SETFNIF50,EQ,234.13,0.97,10382.58,3.19,7.43
INOXGREEN,BE,140.05,4.99,4111.95,5.35,7.42
KAMOPAINTS,EQ,172.4,1.26,1083.9,4.27,7.39
PFIZER,EQ,4145,0.36,18962.43,0.18,7.39
JINDALPHOT,EQ,656.5,11.84,673.46,1.11,7.37
GANESHHOUC,EQ,788,4.82,6570.9,0.94,7.35
GREAVESCOT,EQ,132.5,0.53,3074,5.54,7.35
AJMERA,EQ,818.5,0.15,2904.44,0.89,7.34
SYRMA,EQ,476.5,2.29,8461.93,1.54,7.3
CHAVDA,SM,152.65,7.61,376.37,4.78,7.26
LUMAXTECH,EQ,478.1,3.12,3258.62,1.52,7.26
PRSMJOHNSN,EQ,165.75,-0.72,8343.14,4.4,7.25
ZUARIIND,EQ,353,-2.12,1051.28,2.02,7.25
MANGLMCEM,EQ,854,-0.22,2348.27,0.84,7.24
THEJO,EQ,2960,3.89,3186.23,0.25,7.24
FAIRCHEMOR,EQ,1378,8.17,1794.28,0.54,7.22
HATSUN,EQ,1025.8,2.8,22849.52,0.71,7.17
SUNTECK,EQ,431.4,0.47,6319.42,1.66,7.17
HPL,EQ,332.8,1.95,2139.92,2.15,7.17
MAHLOG,EQ,446.4,-1.81,3215.69,1.59,7.15
JTEKTINDIA,EQ,179.5,4.73,4562.73,4.03,7.14
SAGCEM,EQ,227.65,5.74,2975.56,3.18,7.13
GLOBUSSPR,EQ,780,1.42,2248.17,0.91,7.12
CHOLAHLDNG,EQ,1055,1.01,19810.52,0.67,7.11
MTNL,EQ,36,2.71,992.24,19.83,7.11
FOODSIN,EQ,168.6,-1.35,905.41,4.15,7.08
FINCABLES,EQ,978,0.78,14957.47,0.72,7.07
NUCLEUS,EQ,1348,5.29,3609.04,0.53,7.04
SIS,EQ,469.9,1.44,6771.28,1.48,7.03
SUNFLAG,EQ,210,2.29,3784.61,3.3,7
LIQUID,EQ,1000,0,60.01,0.7,6.99
CENTRUM,EQ,39.6,8.05,1647.49,18.17,6.97
SIGNPOST,EQ,347,11.86,1854.71,2.11,6.94
WELENT,EQ,348,1.5,4816.8,2,6.9
GODFRYPHLP,EQ,3074.4,0.51,15985.01,0.22,6.84
GRINFRA,EQ,1358,2.77,13130.37,0.51,6.84
PLATIND,EQ,194,5.12,1065.54,3.54,6.83
ALLCARGO,EQ,71.95,1.12,7071.12,9.5,6.83
VSSL,EQ,252,2.11,2052.79,2.76,6.8
DMCC,EQ,353.3,-5.01,881.13,1.86,6.8
HUBTOWN,BE,133.6,4.99,1067.94,5.1,6.78
MUTHOOTMF,EQ,239.7,0.86,4086.7,2.82,6.74
DHAMPURSUG,EQ,227.35,2.11,1486.59,2.94,6.74
BAJAJCON,EQ,227.25,0.71,3244.99,2.97,6.74
IMFA,EQ,680,0.76,3668.88,0.98,6.73
ALEMBICLTD,EQ,92.25,-0.49,2368.81,7.23,6.68
CGCL,EQ,229,1.08,18891.13,2.91,6.65
NIPPOBATRY,EQ,689.9,13.43,517.42,0.99,6.62
SPIC,EQ,79.45,3.59,1617.92,8.39,6.61
UNITECH,BZ,11.05,-1.78,2889.17,59.7,6.6
ALKYLAMINE,EQ,2021,-0.27,10331.63,0.32,6.57
GOPAL,EQ,313.4,-0.51,3905.1,2.07,6.53
BLAL,EQ,258,3.66,1074.43,2.53,6.53
RSYSTEMS,EQ,465,0.38,5501.11,1.39,6.52
UTTAMSUGAR,EQ,341,2.8,1300.51,1.9,6.51
SATIN,EQ,245.45,1.38,2711.51,2.63,6.48
MID150BEES,EQ,187.98,1.02,1338.14,3.45,6.46
HLEGLAS,EQ,451,3.36,2948.52,1.44,6.45
SURYAROSNI,EQ,564,1.66,6137.33,1.14,6.44
SARDAEN,EQ,228,2.36,8034.29,2.83,6.43
KRSNAA,EQ,573.25,-2.67,1851.01,1.11,6.43
GMBREW,EQ,766,2.07,1400.06,0.84,6.42
SILVERIETF,EQ,83.22,-1.58,2210.49,7.71,6.42
YUKEN,EQ,1034,-2.6,1344.2,0.61,6.42
PARADEEP,EQ,69.65,1.09,5674.66,9.22,6.41
ARVIND,EQ,302,-1.34,7901.24,2.08,6.41
VERANDA,EQ,190,3.15,1314.75,3.41,6.4
ENTERO,EQ,1142,1.22,4966.99,0.56,6.38
63MOONS,EQ,421.1,5,1940.37,1.53,6.36
VIJAYA,EQ,674.5,0.25,6903.22,0.95,6.35
PTCIL,EQ,7693,0.41,11109.36,0.08,6.34
V2RETAIL,BE,508.3,3.44,1758.18,1.24,6.32
